"miR" "bone" "bone.marrow" "heart" "kidney" "ovary" "placenta" "salivary.gland"
"1247" "hsa-miR-526a" "?" "not on expr" "?" "?" "?" "1" "?"
"1248" "hsa-miR-526b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1249" "hsa-miR-526b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1250" "hsa-miR-527" "1" "not on expr" "?" "?" "?" "1" "?"
"1251" "hsa-miR-532-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1252" "hsa-miR-532-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1253" "hsa-miR-539-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1254" "hsa-miR-539-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1255" "hsa-miR-541-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1256" "hsa-miR-541-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1257" "hsa-miR-542-3p" "1" "not on expr" "1" "1" "1" "1" "1"
"1258" "hsa-miR-542-5p" "1" "not on expr" "1" "1" "1" "1" "1"
"1259" "hsa-miR-543" "1" "not on expr" "1" "1" "1" "?" "1"
"1260" "hsa-miR-544a" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1261" "hsa-miR-544b" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1262" "hsa-miR-545-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1263" "hsa-miR-545-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1264" "hsa-miR-548a-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1265" "hsa-miR-548a-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1266" "hsa-miR-548aa" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1267" "hsa-miR-548ab" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1268" "hsa-miR-548ac" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1269" "hsa-miR-548ae-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1270" "hsa-miR-548ag" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1271" "hsa-miR-548ah-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1272" "hsa-miR-548ah-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1273" "hsa-miR-548ai" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1274" "hsa-miR-548aj-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1275" "hsa-miR-548aj-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1276" "hsa-miR-548ak" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1277" "hsa-miR-548am-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1278" "hsa-miR-548am-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1279" "hsa-miR-548an" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1280" "hsa-miR-548ao-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1281" "hsa-miR-548ap-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1282" "hsa-miR-548ap-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1283" "hsa-miR-548aq-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1284" "hsa-miR-548aq-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1285" "hsa-miR-548ar-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1286" "hsa-miR-548ar-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1287" "hsa-miR-548as-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1288" "hsa-miR-548as-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1289" "hsa-miR-548at-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1290" "hsa-miR-548au-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1291" "hsa-miR-548au-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1292" "hsa-miR-548av-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1293" "hsa-miR-548av-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1294" "hsa-miR-548aw" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1295" "hsa-miR-548ax" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1296" "hsa-miR-548b-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1297" "hsa-miR-548b-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1298" "hsa-miR-548c-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1299" "hsa-miR-548c-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1300" "hsa-miR-548d-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1301" "hsa-miR-548d-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1302" "hsa-miR-548e-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1303" "hsa-miR-548f-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1304" "hsa-miR-548g-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1305" "hsa-miR-548g-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1306" "hsa-miR-548h-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1307" "hsa-miR-548h-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1308" "hsa-miR-548i" "?" "not on expr" "1" "1" "1" "?" "1"
"1309" "hsa-miR-548j-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1310" "hsa-miR-548k" "?" "not on expr" "1" "1" "1" "?" "1"
"1311" "hsa-miR-548l" "?" "not on expr" "1" "1" "1" "?" "1"
"1312" "hsa-miR-548m" "?" "not on expr" "1" "1" "1" "?" "1"
"1313" "hsa-miR-548n" "?" "not on expr" "1" "1" "1" "?" "1"
"1314" "hsa-miR-548o-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1315" "hsa-miR-548o-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1316" "hsa-miR-548p" "?" "not on expr" "1" "1" "1" "?" "1"
"1317" "hsa-miR-548q" "?" "not on expr" "?" "?" "1" "?" "?"
"1318" "hsa-miR-548s" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1319" "hsa-miR-548t-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1320" "hsa-miR-548t-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1321" "hsa-miR-548u" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1322" "hsa-miR-548v" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1323" "hsa-miR-548w" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1324" "hsa-miR-548x-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1325" "hsa-miR-548x-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1326" "hsa-miR-548y" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1327" "hsa-miR-548z" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1328" "hsa-miR-549a" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1329" "hsa-miR-550a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1330" "hsa-miR-550a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1331" "hsa-miR-551a" "1" "not on expr" "1" "1" "1" "1" "1"
"1332" "hsa-miR-551b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1333" "hsa-miR-551b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1334" "hsa-miR-552-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1335" "hsa-miR-553" "1" "not on expr" "1" "1" "1" "1" "1"
"1336" "hsa-miR-554" "1" "not on expr" "1" "1" "1" "1" "1"
"1337" "hsa-miR-555" "1" "not on expr" "1" "1" "1" "1" "1"
"1338" "hsa-miR-556-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1339" "hsa-miR-556-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1340" "hsa-miR-557" "1" "not on expr" "1" "1" "1" "1" "1"
"1341" "hsa-miR-5571-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1342" "hsa-miR-5572" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1343" "hsa-miR-5579-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1344" "hsa-miR-5579-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1345" "hsa-miR-558" "1" "not on expr" "1" "1" "1" "1" "1"
"1346" "hsa-miR-5580-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1347" "hsa-miR-5580-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1348" "hsa-miR-5581-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1349" "hsa-miR-5582-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1350" "hsa-miR-5582-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1351" "hsa-miR-5583-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1352" "hsa-miR-5583-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1353" "hsa-miR-5584-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1354" "hsa-miR-5584-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1355" "hsa-miR-5585-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1356" "hsa-miR-5585-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1357" "hsa-miR-5586-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1358" "hsa-miR-5586-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1359" "hsa-miR-5587-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1360" "hsa-miR-5589-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1361" "hsa-miR-5589-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1362" "hsa-miR-559" "1" "not on expr" "1" "1" "1" "1" "1"
"1363" "hsa-miR-5590-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1364" "hsa-miR-5590-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1365" "hsa-miR-561-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1366" "hsa-miR-562" "1" "not on expr" "1" "1" "1" "1" "1"
"1367" "hsa-miR-563" "1" "not on expr" "1" "1" "1" "1" "1"
"1368" "hsa-miR-564" "1" "not on expr" "1" "1" "1" "1" "1"
"1369" "hsa-miR-566" "1" "not on expr" "1" "1" "1" "1" "1"
"1370" "hsa-miR-567" "1" "not on expr" "1" "1" "1" "1" "1"
"1371" "hsa-miR-568" "1" "not on expr" "1" "1" "1" "1" "1"
"1372" "hsa-miR-5680" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1373" "hsa-miR-5681a" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1374" "hsa-miR-5682" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1375" "hsa-miR-5683" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1376" "hsa-miR-5688" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1377" "hsa-miR-5689" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1378" "hsa-miR-569" "1" "not on expr" "1" "1" "1" "1" "1"
"1379" "hsa-miR-5690" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1380" "hsa-miR-5692a" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1381" "hsa-miR-5692b" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1382" "hsa-miR-5692c" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1383" "hsa-miR-5693" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1384" "hsa-miR-5696" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1385" "hsa-miR-5697" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1386" "hsa-miR-5698" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1387" "hsa-miR-5699-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1388" "hsa-miR-570-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1389" "hsa-miR-570-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1390" "hsa-miR-5700" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1391" "hsa-miR-5701" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1392" "hsa-miR-5703" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1393" "hsa-miR-5706" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1394" "hsa-miR-571" "1" "not on expr" "1" "1" "1" "1" "1"
"1395" "hsa-miR-572" "1" "not on expr" "1" "1" "1" "1" "1"
"1396" "hsa-miR-573" "1" "not on expr" "1" "1" "1" "1" "1"
"1397" "hsa-miR-574-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1398" "hsa-miR-574-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1399" "hsa-miR-575" "1" "not on expr" "1" "1" "1" "1" "1"
"1400" "hsa-miR-576-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1401" "hsa-miR-576-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1402" "hsa-miR-577" "1" "not on expr" "1" "1" "1" "1" "1"
"1403" "hsa-miR-578" "1" "not on expr" "1" "1" "1" "1" "1"
"1404" "hsa-miR-579-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1405" "hsa-miR-580-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1406" "hsa-miR-581" "1" "not on expr" "1" "1" "1" "1" "1"
"1407" "hsa-miR-582-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1408" "hsa-miR-582-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1409" "hsa-miR-583" "1" "not on expr" "1" "1" "1" "1" "1"
"1410" "hsa-miR-584-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1411" "hsa-miR-585-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1412" "hsa-miR-586" "1" "not on expr" "1" "1" "1" "1" "1"
"1413" "hsa-miR-587" "1" "not on expr" "1" "1" "1" "1" "1"
"1414" "hsa-miR-588" "1" "not on expr" "1" "1" "1" "1" "1"
"1415" "hsa-miR-589-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1416" "hsa-miR-589-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1417" "hsa-miR-590-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1418" "hsa-miR-590-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1419" "hsa-miR-591" "1" "not on expr" "1" "1" "1" "1" "1"
"1420" "hsa-miR-592" "1" "not on expr" "1" "1" "1" "1" "1"
"1421" "hsa-miR-593-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1422" "hsa-miR-593-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1423" "hsa-miR-595" "1" "not on expr" "1" "1" "1" "1" "1"
"1424" "hsa-miR-596" "1" "not on expr" "1" "1" "1" "1" "1"
"1425" "hsa-miR-597-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1426" "hsa-miR-598-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1427" "hsa-miR-599" "1" "not on expr" "1" "1" "1" "1" "1"
"1428" "hsa-miR-600" "1" "not on expr" "1" "1" "1" "1" "1"
"1429" "hsa-miR-601" "1" "not on expr" "1" "1" "1" "1" "1"
"1430" "hsa-miR-602" "1" "not on expr" "1" "1" "1" "1" "1"
"1431" "hsa-miR-603" "1" "not on expr" "1" "1" "1" "1" "1"
"1432" "hsa-miR-604" "1" "not on expr" "1" "1" "1" "1" "1"
"1433" "hsa-miR-605-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1434" "hsa-miR-606" "1" "not on expr" "1" "1" "1" "1" "1"
"1435" "hsa-miR-607" "1" "not on expr" "1" "1" "1" "1" "1"
"1436" "hsa-miR-608" "1" "not on expr" "1" "1" "1" "1" "1"
"1437" "hsa-miR-6088" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1438" "hsa-miR-609" "1" "not on expr" "1" "1" "1" "1" "1"
"1439" "hsa-miR-610" "1" "not on expr" "1" "1" "1" "1" "1"
"1440" "hsa-miR-611" "1" "not on expr" "1" "1" "1" "1" "1"
"1441" "hsa-miR-612" "1" "not on expr" "1" "1" "1" "1" "1"
"1442" "hsa-miR-613" "1" "not on expr" "1" "1" "1" "1" "1"
"1443" "hsa-miR-614" "1" "not on expr" "1" "1" "1" "1" "1"
"1444" "hsa-miR-615-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1445" "hsa-miR-615-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1446" "hsa-miR-616-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1447" "hsa-miR-616-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1448" "hsa-miR-617" "1" "not on expr" "1" "1" "1" "1" "1"
"1449" "hsa-miR-618" "1" "not on expr" "1" "1" "1" "1" "1"
"1450" "hsa-miR-619-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1451" "hsa-miR-620" "1" "not on expr" "1" "1" "1" "1" "1"
"1452" "hsa-miR-621" "1" "not on expr" "1" "1" "1" "1" "1"
"1453" "hsa-miR-622" "1" "not on expr" "1" "1" "1" "1" "1"
"1454" "hsa-miR-623" "1" "not on expr" "1" "1" "1" "1" "1"
"1455" "hsa-miR-624-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1456" "hsa-miR-624-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1457" "hsa-miR-625-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1458" "hsa-miR-625-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1459" "hsa-miR-626" "1" "not on expr" "1" "1" "1" "1" "1"
"1460" "hsa-miR-627-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1461" "hsa-miR-628-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1462" "hsa-miR-628-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1463" "hsa-miR-629-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1464" "hsa-miR-629-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1465" "hsa-miR-630" "1" "not on expr" "1" "1" "1" "1" "1"
"1466" "hsa-miR-631" "1" "not on expr" "1" "1" "1" "1" "1"
"1467" "hsa-miR-632" "1" "not on expr" "1" "1" "1" "1" "1"
"1468" "hsa-miR-633" "1" "not on expr" "1" "1" "1" "1" "1"
"1469" "hsa-miR-634" "1" "not on expr" "1" "1" "1" "1" "1"
"1470" "hsa-miR-635" "1" "not on expr" "1" "1" "1" "1" "1"
"1471" "hsa-miR-636" "1" "not on expr" "1" "1" "1" "1" "1"
"1472" "hsa-miR-637" "1" "not on expr" "1" "1" "1" "1" "1"
"1473" "hsa-miR-638" "1" "not on expr" "1" "1" "1" "1" "1"
"1474" "hsa-miR-639" "1" "not on expr" "1" "1" "1" "1" "1"
"1475" "hsa-miR-640" "1" "not on expr" "1" "1" "1" "1" "1"
"1476" "hsa-miR-641" "1" "not on expr" "1" "1" "1" "1" "1"
"1477" "hsa-miR-642a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1478" "hsa-miR-642b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1479" "hsa-miR-642b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1480" "hsa-miR-643" "1" "not on expr" "1" "1" "1" "1" "1"
"1481" "hsa-miR-644a" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1482" "hsa-miR-645" "1" "not on expr" "1" "1" "1" "1" "1"
"1483" "hsa-miR-646" "1" "not on expr" "1" "1" "1" "1" "1"
"1484" "hsa-miR-647" "1" "not on expr" "1" "1" "1" "1" "1"
"1485" "hsa-miR-648" "1" "not on expr" "1" "1" "1" "1" "1"
"1486" "hsa-miR-649" "1" "not on expr" "1" "1" "1" "1" "1"
"1487" "hsa-miR-650" "1" "not on expr" "1" "1" "1" "1" "1"
"1488" "hsa-miR-6504-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1489" "hsa-miR-651-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1490" "hsa-miR-652-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1491" "hsa-miR-652-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1492" "hsa-miR-653-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1493" "hsa-miR-654-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1494" "hsa-miR-654-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1495" "hsa-miR-655-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1496" "hsa-miR-656-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1497" "hsa-miR-657" "1" "not on expr" "1" "1" "1" "1" "1"
"1498" "hsa-miR-658" "1" "not on expr" "1" "1" "1" "1" "1"
"1499" "hsa-miR-659-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1500" "hsa-miR-660-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1501" "hsa-miR-661" "1" "not on expr" "1" "1" "1" "1" "1"
"1502" "hsa-miR-662" "1" "not on expr" "1" "1" "1" "1" "1"
"1503" "hsa-miR-663a" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1504" "hsa-miR-663b" "?" "not on expr" "1" "1" "1" "?" "1"
"1505" "hsa-miR-664a-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1506" "hsa-miR-664a-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1507" "hsa-miR-664b-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1508" "hsa-miR-664b-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1509" "hsa-miR-665" "1" "not on expr" "1" "1" "1" "?" "1"
"1510" "hsa-miR-668-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1511" "hsa-miR-670-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1512" "hsa-miR-670-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1513" "hsa-miR-671-3p" "1" "not on expr" "1" "1" "1" "?" "1"
"1514" "hsa-miR-671-5p" "1" "not on expr" "1" "1" "1" "?" "1"
"1515" "hsa-miR-675-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1516" "hsa-miR-675-5p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
"1517" "hsa-miR-676-3p" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr" "not on expr"
